calm_vs_ener,cbd_pct,child_1,child_2,eff_pct,effects,feel_1,feel_1_pct,feel_2,feel_2_pct,feel_3,feel_3_pct,feel_4,feel_4_pct,feel_5,feel_5_pct,grow_all,help_1,help_1_pct,help_2,help_2_pct,help_3,help_3_pct,help_4,help_4_pct,help_5,help_5_pct,n_rate_rvws,n_reported_effects,neg_1,neg_1_pct,neg_2,neg_2_pct,neg_3,neg_3_pct,neg_4,neg_4_pct,neg_5,neg_5_pct,parent_1,parent_2,pop_loc,prim_type,rating,strain,terp_bar_pct,terp_descrip,terpenes,thc_pct
--position:7.665211591542464%,,,,"64,%,53,%,52,%,47,%,37,%,40,%,36,%,32,%,30,%,22,%,39,%,22,%,10,%,7,%,4,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Stress, ,Pain, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,64,Sleepy,53,Happy,52,Euphoric,47,Hungry,37,"Moderate,< 30,3 - 6,7 - 9",Stress,40,Pain,36,Insomnia,32,Anxiety,30,Depression,22,3188,2254 people reported 17900 effects,Dry mouth,39,Dry eyes,22,Dizzy,10,Paranoid,7,Headache,4,,,"Silver Spring, MD,Portland, OR,Seattle, WA,Bellingham, WA,Phoenix, AZ,Denver, CO,Oklahoma City, OK,Spokane, WA,Las Vegas, NV,Eugene, OR",Indica,4.2 ,Bubba Kush,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",16.5
--position:7.6234268148526905%,,Citrus Rush,High Five,"67,%,42,%,42,%,37,%,29,%,31,%,25,%,25,%,22,%,20,%,20,%,11,%,7,%,3,%,2,%","Relaxed, ,Euphoric, ,Happy, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Relaxed,67,Euphoric,42,Happy,42,Sleepy,37,Uplifted,29,,Stress,31,Pain,25,Anxiety,25,Insomnia,22,Depression,20,589,404 people reported 2660 effects,Dry mouth,20,Dry eyes,11,Dizzy,7,Paranoid,3,Anxious,2,Face Off OG,OGKB,"Seattle, WA,Portland, OR,Phoenix, AZ,Oklahoma City, OK,Los Angeles, CA,Detroit, MI,Spokane, WA,Tulsa, OK,San Francisco, CA,Las Vegas, NV",Indica,4.7 ,Do-Si-Dos,"width:170%,width:114%,width:58%","Citrus,Peppery,Floral","Limonene,Caryophyllene,Linalool",20.5
--position:92.43451704660859%,,,,"50,%,48,%,44,%,42,%,40,%,23,%,23,%,20,%,16,%,15,%,13,%,12,%,3,%,3,%,2,%","Happy, ,Uplifted, ,Focused, ,Energetic, ,Relaxed, ,Depression, ,Stress, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Happy,50,Uplifted,48,Focused,44,Energetic,42,Relaxed,40,,Depression,23,Stress,23,Anxiety,20,Pain,16,Fatigue,15,408,300 people reported 1803 effects,Dry mouth,13,Dry eyes,12,Anxious,3,Dizzy,3,Paranoid,2,Clementine,Purple Punch,"Seattle, WA,Portland, OR,Silver Spring, MD,Oklahoma City, OK,Tulsa, OK,Los Angeles, CA,Phoenix, AZ,Denver, CO,San Francisco, CA,Everett, WA",Hybrid,4.6 ,Mimosa,"width:170%,width:114%,width:58%","Herbal,Pine,Citrus","Myrcene,Pinene,Limonene",20.5
--position:12.05380471728379%,,Wipeout Express,California Grapefruit,"64,%,53,%,51,%,42,%,32,%,42,%,32,%,31,%,28,%,25,%,34,%,17,%,8,%,5,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,64,Happy,53,Euphoric,51,Sleepy,42,Uplifted,32,"Easy,< 30,3 - 6",Stress,42,Pain,32,Anxiety,31,Insomnia,28,Depression,25,3023,2104 people reported 16055 effects,Dry mouth,34,Dry eyes,17,Dizzy,8,Paranoid,5,Headache,3,Thai,Afghani,"Silver Spring, MD,Denver, CO,Los Angeles, CA,Tulsa, OK,Oklahoma City, OK,Shawnee, OK,Seattle, WA,San Francisco, CA,Las Vegas, NV,Phoenix, AZ",Indica,4.4 ,Northern Lights,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",16.5
--position:73.2155193121028%,,Paris XXX,Goat Head,"56,%,55,%,48,%,47,%,37,%,40,%,32,%,27,%,26,%,15,%,34,%,20,%,9,%,9,%,6,%","Happy, ,Euphoric, ,Uplifted, ,Relaxed, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",Happy,56,Euphoric,55,Uplifted,48,Relaxed,47,Creative,37,"Difficult,30 - 78,3 - 6,10 - 12",Stress,40,Anxiety,32,Depression,27,Pain,26,Insomnia,15,2500,1717 people reported 13208 effects,Dry mouth,34,Dry eyes,20,Dizzy,9,Headache,9,Paranoid,6,OG Kush,Sour Diesel,"Seattle, WA,Portland, OR,Everett, WA,Ferndale, WA,Oklahoma City, OK,Bellingham, WA,Eugene, OR,Mount Vernon, WA,Vancouver, WA,Pittsfield, MA",Hybrid,4.2 ,Headband,"width:170%,width:114%,width:58%","Citrus,Peppery,Herbal","Limonene,Caryophyllene,Myrcene",19
--position:42.05146447466559%,,High Noon Irish Cream,Bonkers,"70,%,65,%,54,%,50,%,29,%,34,%,29,%,26,%,23,%,19,%,23,%,14,%,5,%,3,%,1,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",Relaxed,70,Happy,65,Euphoric,54,Uplifted,50,Creative,29,,Stress,34,Depression,29,Anxiety,26,Pain,23,Insomnia,19,512,357 people reported 2865 effects,Dry mouth,23,Dry eyes,14,Dizzy,5,Anxious,3,Paranoid,1,Starfighter,GSC,"Portland, OR,Seattle, WA,Denver, CO,Everett, WA,Spokane, WA,Phoenix, AZ,Eugene, OR,Bellingham, WA,Everson, WA,Las Vegas, NV",Hybrid,4.6 ,Cookies and Cream,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",21
--position:6.618160875362522%,,Purple Aurora,Purple Killer,"61,%,56,%,55,%,48,%,39,%,45,%,38,%,37,%,36,%,24,%,43,%,27,%,10,%,10,%,5,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Stress, ,Pain, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",Relaxed,61,Sleepy,56,Happy,55,Euphoric,48,Hungry,39,"Moderate,< 30,1 - 3,7 - 9",Stress,45,Pain,38,Insomnia,37,Anxiety,36,Depression,24,2117,1553 people reported 13066 effects,Dry mouth,43,Dry eyes,27,Paranoid,10,Dizzy,10,Headache,5,Purple Afghani,Hindu Kush,"Seattle, WA,Portland, OR,Tulsa, OK,Bellingham, WA,Phoenix, AZ,Spokane, WA,Anacortes, WA,Chandler, AZ,Freeland, WA,Ilwaco, WA",Indica,4.2 ,Purple Kush,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",15.5
--position:41.02862247759081%,,White Dawg Fire OG,Pele's Fire OG,"55,%,54,%,51,%,39,%,29,%,36,%,27,%,26,%,25,%,23,%,32,%,21,%,9,%,6,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Hungry, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Relaxed,55,Happy,54,Euphoric,51,Uplifted,39,Hungry,29,"Difficult,30 - 78,3 - 6,10 - 12",Stress,36,Anxiety,27,Depression,26,Pain,25,Insomnia,23,1054,695 people reported 5281 effects,Dry mouth,32,Dry eyes,21,Dizzy,9,Paranoid,6,Anxious,4,SFV OG Kush,OG Kush,"Portland, OR,Los Angeles, CA,Las Vegas, NV,Beaverton, OR,Eugene, OR,San Diego, CA,San Francisco, CA,Henderson, NV,Seattle, WA,Oklahoma City, OK",Hybrid,4.4 ,Fire OG,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",19
--position:16.410455322223516%,,GMO Kush,Han Solo Burger,"75,%,51,%,49,%,37,%,26,%,30,%,30,%,26,%,22,%,18,%,17,%,6,%,4,%,3,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Sleepy, ,Pain, ,Stress, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Anxious, ,Paranoid, ",Relaxed,75,Happy,51,Euphoric,49,Uplifted,37,Sleepy,26,,Pain,30,Stress,30,Anxiety,26,Depression,22,Insomnia,18,211,164 people reported 1169 effects,Dry mouth,17,Dizzy,6,Dry eyes,4,Anxious,3,Paranoid,3,Chemdog,GSC,"Portland, OR,Phoenix, AZ,Eugene, OR,Ferndale, WA,Chandler, AZ,Salem, OR,Seattle, WA,Medford, OR,Mesa, AZ,Ann Arbor, MI",Indica,4.7 ,GMO Cookies,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",20.5
--position:48.75471755711516%,,,,"51,%,50,%,38,%,32,%,21,%,21,%,20,%,18,%,12,%,10,%,17,%,4,%,4,%,2,%,2,%","Happy, ,Relaxed, ,Uplifted, ,Euphoric, ,Creative, ,Pain, ,Stress, ,Depression, ,Anxiety, ,Arthritis, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Dizzy, ",Happy,51,Relaxed,50,Uplifted,38,Euphoric,32,Creative,21,,Pain,21,Stress,20,Depression,18,Anxiety,12,Arthritis,10,130,100 people reported 516 effects,Dry mouth,17,Dry eyes,4,Paranoid,4,Anxious,2,Dizzy,2,,,"Seattle, WA,Portland, OR,Everett, WA,Las Vegas, NV,Phoenix, AZ,Los Angeles, CA,San Diego, CA,Bellingham, WA,Eugene, OR,Detroit, MI",Hybrid,4.7 ,Sundae Driver,,,,23
--position:43.90937725490281%,,Ultra Banana,Banana Diesel,"50,%,48,%,44,%,38,%,26,%,35,%,27,%,25,%,22,%,17,%,30,%,19,%,6,%,5,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,50,Happy,48,Euphoric,44,Uplifted,38,Creative,26,"Moderate,30 - 78,3 - 6,7 - 9",Stress,35,Anxiety,27,Pain,25,Depression,22,Insomnia,17,1049,744 people reported 5044 effects,Dry mouth,30,Dry eyes,19,Dizzy,6,Paranoid,5,Headache,4,Skunk Haze,Ghost OG,"Denver, CO,Seattle, WA,Oklahoma City, OK,Ferndale, WA,Tulsa, OK,Los Angeles, CA,Spokane, WA,Tacoma, WA,Tallahassee, FL,Tucson, AZ",Hybrid,4.2 ,Banana Kush,"width:170%,width:114%,width:58%","Citrus,Herbal,Peppery","Limonene,Myrcene,Caryophyllene",18.5
--position:34.224615976256445%,,Strawberry Blondie,Trueberry,"60,%,53,%,45,%,36,%,24,%,27,%,21,%,19,%,18,%,15,%,19,%,14,%,4,%,3,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Relaxed,60,Happy,53,Euphoric,45,Uplifted,36,Creative,24,,Stress,27,Anxiety,21,Depression,19,Pain,18,Insomnia,15,466,309 people reported 1909 effects,Dry mouth,19,Dry eyes,14,Anxious,4,Dizzy,3,Paranoid,3,Bubble Gum,Banana Kush,"Seattle, WA,Everett, WA,Silver Spring, MD,Spokane, WA,Los Angeles, CA,Bellingham, WA,Portland, OR,San Diego, CA,San Francisco, CA,Las Vegas, NV",Hybrid,4.5 ,Strawberry Banana,"width:170%,width:114%,width:58%","Citrus,Herbal,Peppery","Limonene,Myrcene,Caryophyllene",20.5
--position:17.140404688811923%,,,,"65,%,51,%,50,%,40,%,36,%,41,%,33,%,33,%,27,%,24,%,36,%,22,%,7,%,7,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,65,Happy,51,Euphoric,50,Sleepy,40,Uplifted,36,"Moderate,< 30,3 - 6,7 - 9",Stress,41,Pain,33,Anxiety,33,Insomnia,27,Depression,24,1710,1193 people reported 9348 effects,Dry mouth,36,Dry eyes,22,Dizzy,7,Paranoid,7,Headache,3,,,"Silver Spring, MD,Portland, OR,Denver, CO,Oklahoma City, OK,Las Vegas, NV,Los Angeles, CA,Bend, OR,Longmont, CO,San Francisco, CA,Granite Falls, WA",Indica,4.2 ,Master Kush,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",17.5
--position:88.58527916739466%,,Animal Land,Grandma’s Batch,"64,%,55,%,52,%,48,%,44,%,31,%,29,%,21,%,19,%,17,%,21,%,13,%,5,%,4,%,3,%","Happy, ,Uplifted, ,Euphoric, ,Relaxed, ,Energetic, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Happy,64,Uplifted,55,Euphoric,52,Relaxed,48,Energetic,44,"Easy,30 - 78,3 - 6,7 - 9",Stress,31,Depression,29,Anxiety,21,Pain,19,Fatigue,17,1009,717 people reported 5431 effects,Dry mouth,21,Dry eyes,13,Anxious,5,Dizzy,4,Paranoid,3,Platinum GSC,Granddaddy Purple,"Silver Spring, MD,Portland, OR,Phoenix, AZ,Shawnee, OK,Seattle, WA,Oklahoma City, OK,Spokane, WA,Mesa, AZ,Bellingham, WA,Tulsa, OK",Sativa,4.5 ,Candyland,"width:170%,width:114%,width:58%","Peppery,Citrus,Hoppy","Caryophyllene,Limonene,Humulene",19
--position:2.7727885494863824%,,,,"65,%,52,%,36,%,33,%,30,%,36,%,35,%,33,%,26,%,22,%,23,%,13,%,5,%,3,%,3,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Insomnia, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,65,Sleepy,52,Happy,36,Euphoric,33,Hungry,30,"Moderate,30 - 78,1 - 3,7 - 9",Insomnia,36,Stress,35,Pain,33,Anxiety,26,Depression,22,808,566 people reported 4014 effects,Dry mouth,23,Dry eyes,13,Dizzy,5,Paranoid,3,Headache,3,,,"Los Angeles, CA,Phoenix, AZ,Silver Spring, MD,San Francisco, CA,Las Vegas, NV,Oklahoma City, OK,San Diego, CA,Santa Ana, CA,Tulsa, OK,Chandler, AZ",Indica,4.6 ,King Louis XIII,"width:170%,width:114%,width:58%","Citrus,Herbal,Peppery","Limonene,Myrcene,Caryophyllene",20.5
--position:7.356366999563546%,,High Five,P-51,"71,%,50,%,49,%,47,%,32,%,37,%,36,%,34,%,28,%,25,%,30,%,16,%,7,%,3,%,3,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Stress, ,Pain, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,71,Sleepy,50,Happy,49,Euphoric,47,Hungry,32,"Moderate,30 - 78,3 - 6,7 - 9",Stress,37,Pain,36,Insomnia,34,Anxiety,28,Depression,25,1257,881 people reported 6951 effects,Dry mouth,30,Dry eyes,16,Dizzy,7,Paranoid,3,Headache,3,SFV OG Kush,OG Kush,"Seattle, WA,Oklahoma City, OK,Phoenix, AZ,Portland, OR,Mount Vernon, WA,Spokane, WA,Vancouver, WA,Everett, WA,Bellingham, WA,Spokane Valley, WA",Hybrid,4.4 ,Tahoe OG Kush,"width:170%,width:114%,width:58%","Citrus,Peppery,Herbal","Limonene,Caryophyllene,Myrcene",18
--position:17.4842903688597%,,,,"65,%,52,%,44,%,30,%,24,%,32,%,26,%,23,%,22,%,17,%,21,%,11,%,5,%,5,%,5,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Sleepy, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Relaxed,65,Happy,52,Euphoric,44,Uplifted,30,Sleepy,24,,Stress,32,Anxiety,26,Depression,23,Pain,22,Insomnia,17,349,219 people reported 1445 effects,Dry mouth,21,Dry eyes,11,Anxious,5,Dizzy,5,Paranoid,5,Cherry Pie,GSC,"Silver Spring, MD,Everett, WA,Oklahoma City, OK,Las Vegas, NV,Los Angeles, CA,San Francisco, CA,Tulsa, OK,Baltimore, MD,Denver, CO,Detroit, MI",Hybrid,4.5 ,Birthday Cake Kush,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",19
--position:19.0558360921689%,,CBD Blue Shark,Triple Cheese,"62,%,55,%,52,%,38,%,35,%,41,%,31,%,30,%,25,%,24,%,37,%,21,%,8,%,5,%,5,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,62,Happy,55,Euphoric,52,Sleepy,38,Uplifted,35,"Easy,30 - 78,1 - 3,7 - 9",Stress,41,Pain,31,Anxiety,30,Insomnia,25,Depression,24,2566,1807 people reported 13987 effects,Dry mouth,37,Dry eyes,21,Dizzy,8,Paranoid,5,Headache,5,UK Cheese,Blueberry,"Silver Spring, MD,Washington, DC,Phoenix, AZ,Tucson, AZ,Mesa, AZ,Oklahoma City, OK,Flagstaff, AZ,Baltimore, MD,Portland, OR,Rockville, MD",Indica,4.2 ,Blue Cheese,"width:170%,width:114%,width:58%","Citrus,Peppery,Herbal","Limonene,Caryophyllene,Myrcene",16.5
--position:8.118231904406164%,,Supernatural,Sour Ape,"62,%,49,%,45,%,44,%,28,%,41,%,38,%,32,%,31,%,20,%,29,%,17,%,6,%,4,%,3,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Hungry, ,Pain, ,Stress, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,62,Happy,49,Sleepy,45,Euphoric,44,Hungry,28,"Easy,30 - 78,3 - 6,7 - 9",Pain,41,Stress,38,Anxiety,32,Insomnia,31,Depression,20,1945,1361 people reported 10092 effects,Dry mouth,29,Dry eyes,17,Dizzy,6,Paranoid,4,Headache,3,Mendocino Purps,Afghani,"Seattle, WA,Everett, WA,Spokane, WA,Los Angeles, CA,Mount Vernon, WA,Oklahoma City, OK,Shawnee, OK,Ferndale, WA,Tulsa, OK,Vancouver, WA",Indica,4.3 ,Grape Ape,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",17
--position:95.44007039547695%,,Alpha Express,Urkle Train Haze,"57,%,53,%,50,%,49,%,38,%,29,%,28,%,20,%,17,%,15,%,20,%,12,%,10,%,7,%,6,%","Happy, ,Uplifted, ,Euphoric, ,Energetic, ,Focused, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Happy,57,Uplifted,53,Euphoric,50,Energetic,49,Focused,38,"Moderate,30 - 78,1 - 3,10 - 12",Stress,29,Depression,28,Pain,20,Anxiety,17,Fatigue,15,972,678 people reported 4916 effects,Dry mouth,20,Dry eyes,12,Anxious,10,Dizzy,7,Paranoid,6,Nevil's Wreck,Ghost OG,"Silver Spring, MD,Seattle, WA,Denver, CO,Phoenix, AZ,Las Vegas, NV,Vancouver, WA,Bothell, WA,Portland, OR,Renton, WA,Baltimore, MD",Sativa,4.5 ,Ghost Train Haze,"width:170%,width:114%,width:58%","Fruity,Herbal,Citrus","Terpinolene,Myrcene,Limonene",18
--position:95.51132929937786%,,,,"51,%,48,%,42,%,39,%,36,%,26,%,24,%,20,%,14,%,13,%,17,%,7,%,5,%,3,%,2,%","Happy, ,Uplifted, ,Energetic, ,Euphoric, ,Creative, ,Stress, ,Depression, ,Anxiety, ,Fatigue, ,Pain, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Happy,51,Uplifted,48,Energetic,42,Euphoric,39,Creative,36,"Moderate,30 - 78,3 - 6,7 - 9",Stress,26,Depression,24,Anxiety,20,Fatigue,14,Pain,13,1112,791 people reported 4953 effects,Dry mouth,17,Dry eyes,7,Anxious,5,Dizzy,3,Paranoid,2,,,"Silver Spring, MD,Portland, OR,Los Angeles, CA,Seattle, WA,Everett, WA,Santa Ana, CA,Bellingham, WA,Vancouver, WA,Las Vegas, NV,Phoenix, AZ",Sativa,4.5 ,Tangie,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",17
--position:94.6565308723801%,,,,"58,%,55,%,51,%,44,%,37,%,39,%,29,%,28,%,26,%,14,%,35,%,19,%,8,%,7,%,4,%","Happy, ,Euphoric, ,Uplifted, ,Energetic, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Happy,58,Euphoric,55,Uplifted,51,Energetic,44,Creative,37,"Moderate,< 30,1 - 3,7 - 9",Stress,39,Anxiety,29,Depression,28,Pain,26,Fatigue,14,1971,1347 people reported 10207 effects,Dry mouth,35,Dry eyes,19,Dizzy,8,Paranoid,7,Headache,4,,,"Oklahoma City, OK,Everett, WA,Phoenix, AZ,Seattle, WA,Portland, OR,Beaverton, OR,Detroit, MI,King City, OR,Oak Grove, OR,Tacoma, WA",Sativa,4.3 ,Alaskan Thunder Fuck,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",15.5
--position:27.669964902392998%,,Alf,Afghanimal,"70,%,56,%,49,%,41,%,30,%,34,%,31,%,26,%,24,%,21,%,24,%,13,%,5,%,4,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Sleepy, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Headache, ",Relaxed,70,Happy,56,Euphoric,49,Uplifted,41,Sleepy,30,"Moderate,> 78,1 - 3,10 - 12",Stress,34,Pain,31,Anxiety,26,Depression,24,Insomnia,21,942,604 people reported 4774 effects,Dry mouth,24,Dry eyes,13,Anxious,5,Paranoid,4,Headache,4,Fire OG,GSC,"Seattle, WA,Everett, WA,Spokane, WA,Tacoma, WA,Vancouver, WA,Kingston, WA,Phoenix, AZ,Portland, OR,Santa Ana, CA,Bellingham, WA",Hybrid,4.5 ,Animal Cookies,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",18.5
--position:39.23891471320361%,,Stratosphere,Alien Reunion,"63,%,55,%,55,%,45,%,30,%,35,%,28,%,27,%,25,%,18,%,24,%,14,%,6,%,6,%,4,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Creative, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",Relaxed,63,Euphoric,55,Happy,55,Uplifted,45,Creative,30,"Moderate,< 30,3 - 6,7 - 9",Stress,35,Pain,28,Anxiety,27,Depression,25,Insomnia,18,979,627 people reported 4807 effects,Dry mouth,24,Dry eyes,14,Paranoid,6,Dizzy,6,Headache,4,Alien Kush,Tahoe OG Kush,"Denver, CO,Portland, OR,Los Angeles, CA,Oklahoma City, OK,Phoenix, AZ,Seattle, WA,Tulsa, OK,San Francisco, CA,Santa Ana, CA,Salem, OR",Hybrid,4.4 ,Alien OG,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",17.5
--position:57.306780511504265%,,,,"56,%,55,%,48,%,43,%,30,%,35,%,34,%,27,%,26,%,15,%,25,%,14,%,5,%,3,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Focused, ,Pain, ,Stress, ,Depression, ,Anxiety, ,Headaches, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",Relaxed,56,Happy,55,Euphoric,48,Uplifted,43,Focused,30,,Pain,35,Stress,34,Depression,27,Anxiety,26,Headaches,15,715,477 people reported 3690 effects,Dry mouth,25,Dry eyes,14,Dizzy,5,Headache,3,Anxious,3,,,"Los Angeles, CA,Portland, OR,Oklahoma City, OK,San Francisco, CA,Santa Ana, CA,Las Vegas, NV,Phoenix, AZ,Bend, OR,Eugene, OR,San Diego, CA",Hybrid,4.4 ,SFV OG,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",19
--position:4.421942825283198%,,,,"77,%,45,%,44,%,36,%,30,%,28,%,26,%,23,%,20,%,16,%,14,%,11,%,3,%,3,%,1,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Tingly, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Relaxed,77,Happy,45,Euphoric,44,Sleepy,36,Tingly,30,,Stress,28,Pain,26,Depression,23,Anxiety,20,Insomnia,16,223,163 people reported 1034 effects,Dry mouth,14,Dry eyes,11,Dizzy,3,Paranoid,3,Anxious,1,Gelato #33,Wedding Cake,"Seattle, WA,Portland, OR,Ferndale, WA,Everett, WA,Eugene, OR,Los Angeles, CA,Bothell, WA,Bellingham, WA,Las Vegas, NV,Phoenix, AZ",Indica,4.7 ,Ice Cream Cake,"width:170%,width:114%,width:58%","Citrus,Peppery,Floral","Limonene,Caryophyllene,Linalool",23
--position:50.440106152239665%,,,,"69,%,67,%,56,%,51,%,31,%,25,%,25,%,24,%,21,%,14,%,21,%,11,%,5,%,1,%,0,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Creative, ,Depression, ,Pain, ,Stress, ,Anxiety, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Happy,69,Relaxed,67,Euphoric,56,Uplifted,51,Creative,31,,Depression,25,Pain,25,Stress,24,Anxiety,21,Lack of appetite,14,157,126 people reported 890 effects,Dry mouth,21,Dry eyes,11,Dizzy,5,Paranoid,1,Anxious,0,,,"Portland, OR,Seattle, WA,Vancouver, WA,Phoenix, AZ,Everson, WA,Mount Vernon, WA,Spokane, WA,Eugene, OR,Lynnwood, WA,Beaverton, OR",Hybrid,4.8 ,MAC,"width:170%,width:114%,width:58%","Citrus,Pine,Peppery","Limonene,Pinene,Caryophyllene",21
